segment_id,scene_ids,script_source,text_characters,tts_provider,voice_id,relative_path,sha256,bytes,sample_rate_hz,duration_seconds,mp3_frames,status,audio_qa,license_status,notes
GENESIS-001-SEG-01,SCN-GENESIS-001-01;SCN-GENESIS-001-02,scripts/long/GENESIS-001/SCRIPT_DRAFT.md,776,Arena speech synthesis,voice-00,audio/GENESIS-001/draft-segmented/GENESIS-001_SEG-01_SCN-01-02_voice-00_draft.mp3,28cad6a12c16c3fdd3cbac0e3a923cc6ad236d3f7d85c16b7433ddf7901c1fc4,233901,24000,58.416,2434,generated_draft_segmented,pending_human_listen_and_edit_boundary_check,terms_not_documented_not_final,Segmented to fit the ten-clip synthesis limit; scene boundaries require edit markers or individual regeneration before final edit.
GENESIS-001-SEG-02,SCN-GENESIS-001-03;SCN-GENESIS-001-04,scripts/long/GENESIS-001/SCRIPT_DRAFT.md,780,Arena speech synthesis,voice-00,audio/GENESIS-001/draft-segmented/GENESIS-001_SEG-02_SCN-03-04_voice-00_draft.mp3,52648154acfcfce56789cf69d69f2f261d4e60d3938343931601dc27a3b9c0b9,259053,24000,64.704,2696,generated_draft_segmented,pending_human_listen_and_edit_boundary_check,terms_not_documented_not_final,Segmented to fit the ten-clip synthesis limit; scene boundaries require edit markers or individual regeneration before final edit.
GENESIS-001-SEG-03,SCN-GENESIS-001-05;SCN-GENESIS-001-06,scripts/long/GENESIS-001/SCRIPT_DRAFT.md,776,Arena speech synthesis,voice-00,audio/GENESIS-001/draft-segmented/GENESIS-001_SEG-03_SCN-05-06_voice-00_draft.mp3,47090aa92d622c35c121f63d98999765261953a6c62bc5b2e573e5075608bed9,222573,24000,55.584,2316,generated_draft_segmented,pending_human_listen_and_edit_boundary_check,terms_not_documented_not_final,Segmented to fit the ten-clip synthesis limit; scene boundaries require edit markers or individual regeneration before final edit.
GENESIS-001-SEG-04,SCN-GENESIS-001-07;SCN-GENESIS-001-08,scripts/long/GENESIS-001/SCRIPT_DRAFT.md,878,Arena speech synthesis,voice-00,audio/GENESIS-001/draft-segmented/GENESIS-001_SEG-04_SCN-07-08_voice-00_draft.mp3,86374f06ba6f47b172b6734a5950cc1d6f5d29c0f9265ed1bef57437627d043f,268653,24000,67.104,2796,generated_draft_segmented,pending_human_listen_and_edit_boundary_check,terms_not_documented_not_final,Segmented to fit the ten-clip synthesis limit; scene boundaries require edit markers or individual regeneration before final edit.
GENESIS-001-SEG-05,SCN-GENESIS-001-09;SCN-GENESIS-001-10,scripts/long/GENESIS-001/SCRIPT_DRAFT.md,869,Arena speech synthesis,voice-00,audio/GENESIS-001/draft-segmented/GENESIS-001_SEG-05_SCN-09-10_voice-00_draft.mp3,1f00615df942a2bec6fc18d166333229f49951d1c705a0d8346909e1415345c2,274413,24000,68.544,2856,generated_draft_segmented,pending_human_listen_and_edit_boundary_check,terms_not_documented_not_final,Segmented to fit the ten-clip synthesis limit; scene boundaries require edit markers or individual regeneration before final edit.
GENESIS-001-SEG-06,SCN-GENESIS-001-11;SCN-GENESIS-001-12,scripts/long/GENESIS-001/SCRIPT_DRAFT.md,918,Arena speech synthesis,voice-00,audio/GENESIS-001/draft-segmented/GENESIS-001_SEG-06_SCN-11-12_voice-00_draft.mp3,52cb898bc5e45831f681d5ed963782fa5e93ce5447e000bfe516516a0eb7247a,267501,24000,66.816,2784,generated_draft_segmented,pending_human_listen_and_edit_boundary_check,terms_not_documented_not_final,Segmented to fit the ten-clip synthesis limit; scene boundaries require edit markers or individual regeneration before final edit.
GENESIS-001-SEG-07,SCN-GENESIS-001-13;SCN-GENESIS-001-14;SCN-GENESIS-001-15,scripts/long/GENESIS-001/SCRIPT_DRAFT.md,1347,Arena speech synthesis,voice-00,audio/GENESIS-001/draft-segmented/GENESIS-001_SEG-07_SCN-13-15_voice-00_draft.mp3,4e07094a01ac99a994ebb65c66515dbf5ec651b5f297c63c5f1d26920d957249,402189,24000,100.488,4187,generated_draft_segmented,pending_human_listen_and_edit_boundary_check,terms_not_documented_not_final,Segmented to fit the ten-clip synthesis limit; scene boundaries require edit markers or individual regeneration before final edit.
GENESIS-001-SEG-08,SCN-GENESIS-001-16;SCN-GENESIS-001-17,scripts/long/GENESIS-001/SCRIPT_DRAFT.md,865,Arena speech synthesis,voice-00,audio/GENESIS-001/draft-segmented/GENESIS-001_SEG-08_SCN-16-17_voice-00_draft.mp3,77213b0fa67e2bf063bdd9f3b6c9410e1cbf850208af0785bc5b439fa4002000,252621,24000,63.096,2629,generated_draft_segmented,pending_human_listen_and_edit_boundary_check,terms_not_documented_not_final,Segmented to fit the ten-clip synthesis limit; scene boundaries require edit markers or individual regeneration before final edit.
GENESIS-001-SEG-09,SCN-GENESIS-001-18;SCN-GENESIS-001-19;SCN-GENESIS-001-20,scripts/long/GENESIS-001/SCRIPT_DRAFT.md,1242,Arena speech synthesis,voice-00,audio/GENESIS-001/draft-segmented/GENESIS-001_SEG-09_SCN-18-20_voice-00_draft.mp3,944a569599ffeb45101582f3158d44832ba9c5feb28b18df9e86ac8a20df3640,364461,24000,91.056,3794,generated_draft_segmented,pending_human_listen_and_edit_boundary_check,terms_not_documented_not_final,Segmented to fit the ten-clip synthesis limit; scene boundaries require edit markers or individual regeneration before final edit.
GENESIS-001-SEG-10,SCN-GENESIS-001-21;SCN-GENESIS-001-22,scripts/long/GENESIS-001/SCRIPT_DRAFT.md,797,Arena speech synthesis,voice-00,audio/GENESIS-001/draft-segmented/GENESIS-001_SEG-10_SCN-21-22_voice-00_draft.mp3,e2a8b56941bce7ad2258331963fe0ef597b8ea59d2f8066a73e2e4f16cc5911b,244749,24000,61.128,2547,generated_draft_segmented,pending_human_listen_and_edit_boundary_check,terms_not_documented_not_final,Segmented to fit the ten-clip synthesis limit; scene boundaries require edit markers or individual regeneration before final edit.
